,type_id,groupID,typeName,packagedVolume
9668,20801,83,Domination Carbonized Lead XL,0.125
9669,20803,83,Domination Depleted Uranium XL,0.125
9670,20805,83,Domination EMP XL,0.125
9671,20807,83,Domination Fusion XL,0.125
9672,20809,83,Domination Nuclear XL,0.125
9673,20811,83,Domination Phased Plasma XL,0.125
9674,20813,83,Domination Proton XL,0.125
9675,20815,83,Domination Titanium Sabot XL,0.125
9676,20817,86,Sanshas Ultraviolet S,1.0
9677,20819,86,Sanshas Xray S,1.0
9678,20821,86,Sanshas Gamma S,1.0
9679,20823,86,Sanshas Multifrequency S,1.0
9680,20825,86,Sanshas Ultraviolet M,1.0
9681,20827,86,Sanshas Xray M,1.0
9682,20829,86,Sanshas Gamma M,1.0
9683,20831,86,Sanshas Multifrequency M,1.0
9684,20833,86,Sanshas Ultraviolet L,1.0
9685,20835,86,Sanshas Xray L,1.0
9686,20837,86,Sanshas Gamma L,1.0
9687,20839,86,Sanshas Multifrequency L,1.0
9688,20841,86,Sanshas Ultraviolet XL,1.0
9689,20843,86,Sanshas Xray XL,1.0
9690,20845,86,Sanshas Gamma XL,1.0
9691,20847,86,Sanshas Multifrequency XL,1.0
9692,20849,86,True Sanshas Radio S,1.0
9693,20851,86,True Sanshas Microwave S,1.0
9694,20853,86,True Sanshas Infrared S,1.0
9695,20855,86,True Sanshas Standard S,1.0
9696,20857,86,True Sanshas Ultraviolet S,1.0
9697,20859,86,True Sanshas Xray S,1.0
9698,20861,86,True Sanshas Gamma S,1.0
9699,20863,86,True Sanshas Multifrequency S,1.0
9700,20865,86,True Sanshas Radio M,1.0
9701,20867,86,True Sanshas Microwave M,1.0
9702,20869,86,True Sanshas Infrared M,1.0
9703,20871,86,True Sanshas Standard M,1.0
9704,20873,86,True Sanshas Ultraviolet M,1.0
9705,20875,86,True Sanshas Xray M,1.0
9706,20877,86,True Sanshas Gamma M,1.0
9707,20879,86,True Sanshas Multifrequency M,1.0
9708,20881,86,True Sanshas Radio L,1.0
9709,20883,86,True Sanshas Microwave L,1.0
9710,20885,86,True Sanshas Infrared L,1.0
9711,20887,86,True Sanshas Standard L,1.0
9712,20889,86,True Sanshas Ultraviolet L,1.0
9713,20891,86,True Sanshas Xray L,1.0
9714,20893,86,True Sanshas Gamma L,1.0
9715,20895,86,True Sanshas Multifrequency L,1.0
9716,20897,86,True Sanshas Radio XL,1.0
9717,20899,86,True Sanshas Microwave XL,1.0
9718,20901,86,True Sanshas Infrared XL,1.0
9719,20903,86,True Sanshas Standard XL,1.0
9720,20905,86,True Sanshas Ultraviolet XL,1.0
9721,20907,86,True Sanshas Xray XL,1.0
9722,20909,86,True Sanshas Gamma XL,1.0
9723,20911,86,True Sanshas Multifrequency XL,1.0
9724,20913,85,Shadow Iron Charge L,0.025
9725,20915,85,Shadow Tungsten Charge L,0.025
9726,20917,85,Shadow Iridium Charge L,0.025
9727,20919,85,Shadow Lead Charge L,0.025
9728,20921,85,Shadow Thorium Charge L,0.025
9729,20923,85,Shadow Uranium Charge L,0.025
9730,20925,85,Shadow Plutonium Charge L,0.025
9731,20927,85,Shadow Antimatter Charge L,0.025
9732,20929,85,Shadow Antimatter Charge XL,0.125
9733,20931,85,Shadow Iridium Charge XL,0.125
9734,20933,85,Shadow Iron Charge XL,0.125
9735,20935,85,Shadow Lead Charge XL,0.125
9736,20937,85,Shadow Plutonium Charge XL,0.125
9737,20939,85,Shadow Thorium Charge XL,0.125
9738,20941,85,Shadow Tungsten Charge XL,0.125
9739,20943,85,Shadow Uranium Charge XL,0.125
9740,20945,85,Guardian Iron Charge S,0.0025
9741,20947,85,Guardian Tungsten Charge S,0.0025
9742,20949,85,Guardian Iridium Charge S,0.0025
9743,20951,85,Guardian Lead Charge S,0.0025
9744,20953,85,Guardian Thorium Charge S,0.0025
9745,20955,85,Guardian Uranium Charge S,0.0025
9746,20957,85,Guardian Plutonium Charge S,0.0025
9747,20959,85,Guardian Antimatter Charge S,0.0025
9748,20961,85,Guardian Iron Charge M,0.0125
9749,20963,85,Guardian Tungsten Charge M,0.0125
9750,20965,85,Guardian Iridium Charge M,0.0125
9751,20967,85,Guardian Lead Charge M,0.0125
9752,20969,85,Guardian Thorium Charge M,0.0125
9753,20971,85,Guardian Uranium Charge M,0.0125
9754,20973,85,Guardian Plutonium Charge M,0.0125
9755,20975,85,Guardian Antimatter Charge M,0.0125
9756,20977,85,Guardian Iron Charge L,0.025
9757,20979,85,Guardian Tungsten Charge L,0.025
9758,20981,85,Guardian Iridium Charge L,0.025
9759,20983,85,Guardian Lead Charge L,0.025
9760,20985,85,Guardian Thorium Charge L,0.025
9761,20987,85,Guardian Uranium Charge L,0.025
9762,20989,85,Guardian Plutonium Charge L,0.025
9763,20991,85,Guardian Antimatter Charge L,0.025
9764,20993,85,Guardian Antimatter Charge XL,0.125
9765,20995,85,Guardian Iridium Charge XL,0.125
9766,20997,85,Guardian Iron Charge XL,0.125
9767,20999,85,Guardian Lead Charge XL,0.125
9768,21001,85,Guardian Plutonium Charge XL,0.125
9769,21003,85,Guardian Thorium Charge XL,0.125
9770,21005,85,Guardian Tungsten Charge XL,0.125
9771,21007,85,Guardian Uranium Charge XL,0.125
9772,21009,873,Capital Propulsion Engine,10000.0
9773,21010,915,Capital Propulsion Engine Blueprint,0.01
9774,21011,873,Capital Turret Hardpoint,10000.0
9775,21012,915,Capital Turret Hardpoint Blueprint,0.01
9776,21013,873,Capital Sensor Cluster,10000.0
9777,21014,915,Capital Sensor Cluster Blueprint,0.01
9778,21017,873,Capital Armor Plates,10000.0
9779,21018,915,Capital Armor Plates Blueprint,0.01
9780,21019,873,Capital Capacitor Battery,10000.0
9781,21020,915,Capital Capacitor Battery Blueprint,0.01
9782,21021,873,Capital Power Generator,10000.0
9783,21022,915,Capital Power Generator Blueprint,0.01
9784,21023,873,Capital Shield Emitter,10000.0
9785,21024,915,Capital Shield Emitter Blueprint,0.01
9786,21025,873,Capital Jump Drive,10000.0
9787,21026,915,Capital Jump Drive Blueprint,0.01
9788,21027,873,Capital Cargo Bay,10000.0
9789,21028,915,Capital Cargo Bay Blueprint,0.01
9790,21029,873,Capital Drone Bay,10000.0
9791,21030,915,Capital Drone Bay Blueprint,0.01
9792,21035,873,Capital Computer System,10000.0
9793,21036,915,Capital Computer System Blueprint,0.01
9794,21037,873,Capital Construction Parts,10000.0
9795,21038,915,Capital Construction Parts Blueprint,0.01
9796,21039,873,Capital Siege Array,10000.0
9797,21040,915,Capital Siege Array Blueprint,0.01
9798,21041,873,Capital Launcher Hardpoint,10000.0
9799,21042,915,Capital Launcher Hardpoint Blueprint,0.01
9800,21043,526,Ancient Treasure Map,0.1
9801,21044,526,Pistols,2.0
9802,21046,526,Nugoeihuvi Transaction Logs,1.0
9803,21047,472,Oshima's System Scanner,800.0
9804,21048,474,Kepheur's Keycard,0.1
9805,21049,533,Tao Pai Motow,101000.0
9806,21052,306,Old Storage Container,27500.0
9807,21053,526,Kepheur's DNA,0.1
9808,21054,526,Crude Sculpture,5.0
9809,21055,356,Crude Sculpture Blueprint,0.01
9810,21056,533,Tara Buquet,112000.0
9811,21057,409,Tara's Insignia,0.1
9812,21058,523,COSMOS Caldari Non-Pirate Battleship 4,22000000.0
9813,21059,1209,Shield Compensation,0.01
9814,21060,520,COSMOS Caldari Non-Pirate Frigate Elite 4,16500.0
9815,21061,533,Makele Kordonii,109000.0
9816,21062,370,Makele's Tag,0.1
9817,21063,533,Zvarin Karsha_,960000.0
9818,21064,283,Zvarin Karsha,3.0
9819,21065,533,Ryoke Laika,101000.0
9820,21066,283,Ryoke Laika,1.0
9821,21067,526,Ryoke Laika's Head,0.1
9822,21068,533,Sheriff Togany_,101000.0
9823,21070,283,Sheriff Togany,1.0
9824,21071,256,Rapid Launch,0.01
9825,21073,530,Sleeper Split Cables,1.0
9826,21074,735,Talocan Sketch Books,1.0
9827,21075,530,Talocan Molecule Binder,1.0
9828,21076,528,Talocan Stasis Inverter,0.1
9829,21077,735,Talocan Info Shards,1.0
9830,21078,530,Talocan Reflective Sheets,1.0
9831,21079,528,Talocan Perpetual Clock,0.1
9832,21080,528,Talocan Solid Atomizer,0.1
9833,21081,530,Talocan Mechanical Gears,1.0
9834,21082,528,Talocan System Interface Unit,0.1
9835,21084,735,Talocan Mathematical Schematics,1.0
9836,21085,735,Talocan Automation Accounts,1.0
9837,21086,530,Talocan Partition Plates,1.0
9838,21087,735,Talocan Intricate Formulas,1.0
9839,21088,528,Talocan Stasis Deflector,0.1
9840,21089,530,Talocan Ignition Device,1.0
9841,21090,533,Bai Tarziiki,101000.0
9842,21091,526,Bai's Corpse,1.0
9843,21092,533,Motani Ihura,101000.0
9844,21094,2020,Cynosural Field,65449847.0
9845,21095,532,Cynosural Field I Blueprint,0.01
9846,21096,658,Cynosural Field Generator I,50.0
9847,21097,31,Goru's Shuttle,500.0
9848,21098,111,Goru's Shuttle Blueprint,0.01
9849,21099,306,Kazka Loot Container,1200.0
9850,21101,533,RabaRaba ChooChoo,101000.0
9851,21103,533,Jakon Tooka,118000.0
9852,21104,370,Jakon's Tag,0.1
9874,21126,526,Raytio Family Supplies,10.0
9875,21127,534,Payo Ming,22000000.0
9876,21128,522,COSMOS Magye Eraser,101000.0
9877,21129,522,COSMOS Magye Silencer,101000.0
9878,21130,520,COSMOS Magye Death Dealer,16500.0
9879,21131,520,COSMOS Magye Wrecker,16500.0
9928,21180,526,Illian's Passcard,0.1
9929,21181,534,Illian Gara,22000000.0
9930,21194,86,Blood Radio S,1.0
9931,21196,86,Blood Microwave S,1.0
9932,21198,86,Blood Infrared S,1.0
9933,21200,86,Blood Standard S,1.0
9934,21202,86,Blood Ultraviolet S,1.0
9935,21204,86,Blood Xray S,1.0
9936,21206,86,Blood Gamma S,1.0
9937,21208,86,Blood Multifrequency S,1.0
9938,21210,86,Blood Microwave M,1.0
9939,21212,86,Blood Infrared M,1.0
9940,21214,86,Blood Standard M,1.0
9941,21216,86,Blood Ultraviolet M,1.0
9942,21218,86,Blood Xray M,1.0
9943,21220,86,Blood Gamma M,1.0
9944,21222,86,Blood Multifrequency M,1.0
9945,21224,86,Blood Radio L,1.0
9946,21226,86,Blood Microwave L,1.0
9947,21228,86,Blood Infrared L,1.0
9948,21230,86,Blood Standard L,1.0
9949,21232,86,Blood Ultraviolet L,1.0
9950,21234,86,Blood Xray L,1.0
9951,21236,86,Blood Gamma L,1.0
9952,21238,86,Blood Multifrequency L,1.0
9953,21240,86,Blood Radio XL,1.0
9954,21242,86,Blood Microwave XL,1.0
9955,21244,86,Blood Infrared XL,1.0
9956,21246,86,Blood Standard XL,1.0
9957,21248,86,Blood Ultraviolet XL,1.0
9958,21250,86,Blood Xray XL,1.0
9959,21252,86,Blood Gamma XL,1.0
9960,21254,86,Blood Multifrequency XL,1.0
9961,21256,86,Dark Blood Radio S,1.0
9962,21258,86,Dark Blood Microwave S,1.0
9963,21260,86,Dark Blood Infrared S,1.0
9964,21262,86,Dark Blood Standard S,1.0
9965,21264,86,Dark Blood Ultraviolet S,1.0
9966,21266,86,Dark Blood Xray S,1.0
9967,21268,86,Dark Blood Gamma S,1.0
9968,21270,86,Dark Blood Multifrequency S,1.0
9969,21272,86,Dark Blood Radio M,1.0
9970,21274,86,Dark Blood Microwave M,1.0
9971,21276,86,Dark Blood Infrared M,1.0
9972,21278,86,Dark Blood Standard M,1.0
9973,21280,86,Dark Blood Ultraviolet M,1.0
9974,21282,86,Dark Blood Xray M,1.0
9975,21284,86,Dark Blood Gamma M,1.0
9976,21286,86,Dark Blood Multifrequency M,1.0
9977,21288,86,Dark Blood Radio L,1.0
9978,21290,86,Dark Blood Microwave L,1.0
9979,21292,86,Dark Blood Infrared L,1.0
9980,21294,86,Dark Blood Standard L,1.0
9981,21296,86,Dark Blood Ultraviolet L,1.0
9982,21298,86,Dark Blood Xray L,1.0
9983,21300,86,Dark Blood Gamma L,1.0
9984,21302,86,Dark Blood Multifrequency L,1.0
9985,21304,86,Dark Blood Radio XL,1.0
9986,21306,86,Dark Blood Microwave XL,1.0
9987,21308,86,Dark Blood Infrared XL,1.0
9988,21310,86,Dark Blood Standard XL,1.0
9989,21312,86,Dark Blood Ultraviolet XL,1.0
9990,21314,86,Dark Blood Xray XL,1.0
9991,21316,86,Dark Blood Gamma XL,1.0
9992,21318,86,Dark Blood Multifrequency XL,1.0
9993,21320,85,Guristas Iron Charge S,0.0025
9994,21322,85,Guristas Tungsten Charge S,0.0025
9995,21324,85,Guristas Iridium Charge S,0.0025
9996,21326,85,Guristas Lead Charge S,0.0025
9997,21328,85,Guristas Thorium Charge S,0.0025
9998,21330,85,Guristas Uranium Charge S,0.0025
9999,21332,85,Guristas Plutonium Charge S,0.0025
10000,21334,85,Guristas Antimatter Charge S,0.0025
10001,21335,167,Guristas Antimatter Charge S Blueprint,0.01
10002,21336,85,Guristas Iron Charge M,0.0125
10003,21338,85,Guristas Tungsten Charge M,0.0125
10004,21340,85,Guristas Iridium Charge M,0.0125
10005,21342,85,Guristas Lead Charge M,0.0125
10006,21344,85,Guristas Thorium Charge M,0.0125
10007,21346,85,Guristas Uranium Charge M,0.0125
10008,21348,85,Guristas Plutonium Charge M,0.0125
10009,21350,85,Guristas Antimatter Charge M,0.0125
10010,21352,85,Guristas Iron Charge L,0.025
10011,21354,85,Guristas Tungsten Charge L,0.025
10012,21356,85,Guristas Iridium Charge L,0.025
10013,21358,85,Guristas Lead Charge L,0.025
10014,21360,85,Guristas Thorium Charge L,0.025
10015,21362,85,Guristas Uranium Charge L,0.025
10016,21364,85,Guristas Plutonium Charge L,0.025
10017,21366,85,Guristas Antimatter Charge L,0.025
10018,21368,85,Guristas Antimatter Charge XL,0.125
10019,21370,85,Guristas Iridium Charge XL,0.125
10020,21372,85,Guristas Iron Charge XL,0.125
10021,21374,85,Guristas Lead Charge XL,0.125
10022,21376,85,Guristas Plutonium Charge XL,0.125
10023,21378,85,Guristas Thorium Charge XL,0.125
10024,21380,85,Guristas Tungsten Charge XL,0.125
10025,21382,85,Guristas Uranium Charge XL,0.125
10026,21384,85,Dread Guristas Iron Charge S,0.0025
10027,21386,85,Dread Guristas Tungsten Charge S,0.0025
10028,21388,85,Dread Guristas Iridium Charge S,0.0025
10029,21390,85,Dread Guristas Lead Charge S,0.0025
10030,21392,85,Dread Guristas Thorium Charge S,0.0025
10031,21394,85,Dread Guristas Uranium Charge S,0.0025
10032,21396,85,Dread Guristas Plutonium Charge S,0.0025
10033,21398,85,Dread Guristas Antimatter Charge S,0.0025
10034,21400,85,Dread Guristas Iron Charge M,0.0125
10035,21402,85,Dread Guristas Tungsten Charge M,0.0125
10036,21404,85,Dread Guristas Iridium Charge M,0.0125
10037,21406,85,Dread Guristas Lead Charge M,0.0125
10038,21408,85,Dread Guristas Thorium Charge M,0.0125
10039,21410,85,Dread Guristas Uranium Charge M,0.0125
10040,21412,85,Dread Guristas Plutonium Charge M,0.0125
10041,21414,85,Dread Guristas Antimatter Charge M,0.0125
10042,21416,85,Dread Guristas Iron Charge L,0.025
10043,21418,85,Dread Guristas Tungsten Charge L,0.025
10044,21420,85,Dread Guristas Iridium Charge L,0.025
10045,21422,85,Dread Guristas Lead Charge L,0.025
10046,21424,85,Dread Guristas Thorium Charge L,0.025
10047,21426,85,Dread Guristas Uranium Charge L,0.025
10048,21428,85,Dread Guristas Plutonium Charge L,0.025
10049,21430,85,Dread Guristas Antimatter Charge L,0.025
10050,21432,85,Dread Guristas Antimatter Charge XL,0.125
10051,21434,85,Dread Guristas Iridium Charge XL,0.125
10052,21436,85,Dread Guristas Iron Charge XL,0.125
10053,21438,85,Dread Guristas Lead Charge XL,0.125
10054,21440,85,Dread Guristas Plutonium Charge XL,0.125
10055,21442,85,Dread Guristas Thorium Charge XL,0.125
10056,21444,85,Dread Guristas Tungsten Charge XL,0.125
10057,21446,85,Dread Guristas Uranium Charge XL,0.125
10058,21448,534,Gatti Zhara,22000000.0
10059,21449,526,Gatti's DNA,0.1
10060,21450,86,Blood Radio M,1.0
10061,21452,534,Pata Wakiro,1040000.0
10062,21453,526,Pata Wakiro's DNA,0.1
10063,21454,526,Moa Parts,30.0
10064,21459,494,COSMOS Storage Silo,100000000.0
10065,21460,526,Nugoeihuvi Rifles,5.0
10066,21461,526,Wiyrkomi Rifles,5.0
10067,21462,526,Propel Dynamics Reports,0.1
10068,21463,526,Excavation Equipment,1.0
10069,21464,526,Rifles,2.0
10070,21465,526,Ancient Weapon,2.0
10071,21466,283,Miner,3.0
10072,21467,283,Spy,3.0
10073,21468,526,Counterfeit Credits,0.1
10074,21469,526,Bag of Counterfeit Credits,0.1
10075,21470,46,1MN Analog Booster Afterburner,5.0
10076,21471,126,1MN Analog Booster Afterburner Blueprint,0.01
10077,21472,46,10MN Analog Booster Afterburner,5.0
10078,21473,126,10MN Analog Booster Afterburner Blueprint,0.01
10079,21474,46,100MN Analog Booster Afterburner,5.0
10080,21475,126,100MN Analog Booster Afterburner Blueprint,0.01
10081,21476,46,5MN Digital Booster Microwarpdrive,10.0
10082,21477,126,5MN Digital Booster Microwarpdrive Blueprint,0.01
10083,21478,46,50MN Digital Booster Microwarpdrive,10.0
10084,21479,126,50MN Digital Booster Microwarpdrive Blueprint,0.01
10085,21480,46,500MN Digital Booster Microwarpdrive,10.0
10086,21481,126,500MN Digital Booster Microwarpdrive Blueprint,0.01
10087,21482,367,Ballistic 'Purge' Targeting System I,5.0
10088,21483,400,Ballistic 'Purge' Targeting System I Blueprint,0.01
10089,21484,367,'Full Duplex' Ballistic Control System,5.0
10090,21485,400,'Full Duplex' Ballistic Control System Blueprint,0.01
10091,21486,59,'Kindred' Gyrostabilizer,5.0
10092,21487,139,'Kindred' Gyrostabilizer Blueprint,0.01
10093,21488,59,Monophonic Stabilization Actuator I,5.0
10094,21489,139,Monophonic Stabilization Actuator I Blueprint,0.01
10095,21490,527,Zarkona Mirei's Worm,16500.0
10096,21491,764,Synthetic Hull Conversion Overdrive Injector,5.0
10097,21492,158,Synthetic Hull Conversion Overdrive Injector Blueprint,0.01
10098,21493,765,Limited Expanded 'Archiver' Cargo,5.0
10099,21494,158,Limited Expanded 'Archiver' Cargo Blueprint,0.01
10100,21495,527,Dry River Gangmember,20250.0
10101,21496,78,Synthetic Hull Conversion Reinforced Bulkheads,5.0
10102,21497,158,Synthetic Hull Conversion Reinforced Bulkheads Blueprint,0.01
10103,21498,762,Synthetic Hull Conversion Inertia Stabilizers,5.0
10104,21499,158,Synthetic Hull Conversion Inertia Stabilizers Blueprint,0.01
10105,21500,763,Synthetic Hull Conversion Nanofiber Structure,5.0
10106,21501,158,Synthetic Hull Conversion Nanofiber Structure Blueprint,0.01
10107,21502,283,Zarkona Mirei,1.0
10108,21503,527,Dry River Gangleader,20400.0
10109,21504,63,Small 'Integrative' Hull Repair Unit,5.0
10110,21505,143,Small 'Integrative' Hull Repair Unit Blueprint,0.01
10111,21506,63,Medium 'Integrative' Hull Repair Unit,10.0
10112,21507,143,Medium 'Integrative' Hull Repair Unit Blueprint,0.01
10113,21508,63,Large 'Integrative' Hull Repair Unit,50.0
10114,21509,143,Large 'Integrative' Hull Repair Unit Blueprint,0.01
10115,21510,52,'Interruptive' Warp Disruptor,5.0
10116,21511,132,'Interruptive' Warp Disruptor Blueprint,0.01
10117,21512,52,'Delineative' Warp Scrambler,5.0
10118,21513,132,'Delineative' Warp Scrambler Blueprint,0.01
10119,21514,526,Doctored Arrivals & Departures Logs,0.1
10120,21515,533,The Duke,107000.0
10121,21516,526,Cheri Mirei's DNA,0.1
10122,21517,526,Parts of Printing Machine,1.0
10123,21518,527,Dry River Guardian,19700.0
10124,21519,494,Dry River Warehouse,100000000.0
10125,21520,526,Guristas Outlaw Dogtag,0.1
10126,21521,203,Gravimetric Firewall,5.0
10127,21522,347,Gravimetric Firewall Blueprint,0.01
10128,21523,203,Ladar Firewall,5.0
10129,21524,347,Ladar Firewall Blueprint,0.01
10130,21525,203,Magnetometric Firewall,5.0
10131,21526,347,Magnetometric Firewall Blueprint,0.01
10132,21527,210,'Firewall' Signal Amplifier,20.0
10133,21528,347,'Firewall' Signal Amplifier Blueprint,0.01
10134,21529,203,RADAR Firewall,5.0
10135,21530,347,RADAR Firewall Blueprint,0.01
10136,21531,526,Barbed Wire Scanner,2.0
10137,21532,72,Micro Degenerative Concussion Bomb I,5.0
10138,21534,72,Small Degenerative Concussion Bomb I,2.5
10139,21535,152,Small Degenerative Concussion Bomb I Blueprint,0.01
10140,21536,72,Medium Degenerative Concussion Bomb I,10.0
10141,21537,152,Medium Degenerative Concussion Bomb I Blueprint,0.01
10142,21538,72,Large Degenerative Concussion Bomb I,50.0
10143,21539,152,Large Degenerative Concussion Bomb I Blueprint,0.01
10144,21540,379,'Inception' Target Painter,5.0
10145,21541,504,'Inception' Target Painter Blueprint,0.01
10146,21542,507,N-1 Neon Type Rocket Bay,5.0
10147,21543,136,N-1 Neon Type Rocket Bay Blueprint,0.01
10148,21544,526,Broken Bug Device,0.1
10149,21545,55,200mm Light 'Jolt' Autocannon I,5.0
10150,21546,135,200mm Light 'Jolt' Autocannon I Blueprint,0.01
10151,21547,55,250mm Light 'Jolt' Artillery I,5.0
10152,21548,135,250mm Light 'Jolt' Artillery I Blueprint,0.01
10153,21549,55,280mm 'Jolt' Artillery I,5.0
10154,21550,135,280mm 'Jolt' Artillery I Blueprint,0.01
10155,21551,55,425mm Medium 'Jolt' Autocannon I,10.0
10156,21552,135,425mm Medium 'Jolt' Autocannon I Blueprint,0.01
10157,21553,55,650mm Medium 'Jolt' Artillery I,10.0
10158,21554,135,650mm Medium 'Jolt' Artillery I Blueprint,0.01
10159,21555,55,720mm 'Jolt' Artillery I,10.0
10160,21556,135,720mm 'Jolt' Artillery I Blueprint,0.01
10161,21557,55,800mm Heavy 'Jolt' Repeating Cannon I,20.0
10162,21558,135,800mm Heavy 'Jolt' Repeating Cannon I Blueprint,0.01
10163,21559,55,1200mm Heavy 'Jolt' Artillery I,20.0
10164,21560,135,1200mm Heavy 'Jolt' Artillery I Blueprint,0.01
10165,21561,55,1400mm 'Jolt' Artillery I,20.0
10166,21562,135,1400mm 'Jolt' Artillery I Blueprint,0.01
10167,21563,527,Dyklan Harrikar,20250.0
10168,21564,281,Milk,0.5
10169,21565,526,Guristas Outlaw Leader Insignia,0.1
10170,21566,526,Impregnable Safe,120.0
10171,21567,526,Powdered Cubensis,1.0
10172,21568,732,Sleeper Data Interface Protocol,1.0
10173,21569,732,Sleeper Profound Research Notes,1.0
10174,21570,732,Sleeper Manuscripts,1.0
10175,21571,732,Sleeper Technical Schematics,1.0
10176,21572,732,Sleeper Data Crystals,1.0
10177,21573,731,Esoteric Process,1.0
10178,21574,731,Esoteric Accelerant,1.0
10179,21575,731,Esoteric Symmetry,1.0
10180,21576,731,Esoteric Augmentation,1.0
10181,21577,731,Esoteric Attainment,1.0
10182,21579,729,Cryptic Process,1.0
10183,21580,729,Cryptic Accelerant,1.0
10184,21581,729,Cryptic Symmetry,1.0
10185,21582,729,Cryptic Augmentation,1.0
10186,21583,729,Cryptic Attainment,1.0
10187,21584,530,Sleeper Micro Circuits,1.0
10188,21585,530,Sleeper Cryo Batteries,1.0
10189,21586,530,Sleeper Virtual Energizer,1.0
10190,21587,530,Electronic Link,0.1
10191,21588,530,Spare Parts,0.1
10192,21589,530,Power Couplings,0.1
10193,21590,530,Armor Blocks,0.1
10194,21591,530,Computer Chips,0.1
10195,21592,530,Electric Conduit,0.1
10196,21593,530,Mechanic Parts,0.1
10197,21594,530,Energy Cells,0.1
10198,21595,530,Construction Alloy,0.1
10199,21596,530,Data Processor,0.1
10200,21597,533,Wolf Skarkert,101000.0
10201,21598,517,Guristas Prison,100000000.0
10202,21600,494,Officers Quarters,100000000.0
10203,21601,526,Myrkai's Data Chip,0.1
10204,21602,526,Jakon's Head,0.1
10205,21603,275,Cynosural Field Theory,0.01
10206,21604,532,Cynosural Field Generator I Blueprint,0.01
10207,21606,738,Inherent Implants 'Noble' Hull Upgrades HG-1008,1.0
10208,21607,526,Liberation Elixir,0.2
10211,21610,275,Jump Fuel Conservation,0.01
10212,21611,275,Jump Drive Calibration,0.01
10213,21612,526,Dynamite Crate,80.0
10214,21613,526,Safe-Deposit Box Owner List,0.1
10215,21614,526,Plan to Crack Impregnable Safe,0.1
10216,21615,526,Pakkori's Hat,0.1
10217,21616,526,Nugoeihuvi Dogtag,0.1
10218,21617,494,Barricaded Warehouse,100000000.0
10219,21618,527,Hired Gunman,16500.0
10220,21619,526,Wiretap Plant,0.1
10221,21620,526,Assistant's Keychain,0.1
10222,21621,527,Kazka Eunuch,20400.0
10223,21622,494,Kazka Brothel,100000000.0
10224,21623,526,Nugoeihuvi Station Schematics,0.1
10225,21624,314,Encoded Lai Dai Reports,0.1
10226,21625,526,Kusan Niemenen's Missile Launcher,2.0
10227,21626,370,Propel Dynamics Dogtag,0.1
10228,21627,494,Gas/Storage Silo,100000000.0
10229,21628,31,Guristas Shuttle,500.0
10230,21629,111,Guristas Shuttle Blueprint,0.01
10231,21630,533,Bounty Hunter Drukhar,101000.0
10232,21631,283,Construction Workers,3.0
10233,21632,526,Construction Tools,10.0
10234,21633,306,Urigamu_Warehouse_MISSION,1150.0
10235,21634,526,Secret Garage Coordinates,0.1
10236,21635,494,Rent-A-Dream Pleasure Gardens,100000000.0
10237,21636,527,Sefo Caraton,109000.0
10238,21637,526,Data Chip Decoder,0.1
10239,21638,100,Vespa II,10.0
10240,21639,176,Vespa II Blueprint,0.01
10241,21640,100,Valkyrie II,10.0
10242,21641,176,Valkyrie II Blueprint,0.01
10243,21642,15,Caldari Research Outpost,1.0
10244,21643,533,Guristas Outlaw,92000.0
10245,21644,15,Amarr Factory Outpost,1.0
10246,21645,15,Gallente Administrative Outpost,1.0
10247,21646,15,Minmatar Service Outpost,1.0
10248,21647,533,Guristas Robber,96000.0
10249,21648,533,Guristas Maniac,101000.0
10250,21649,533,Nugoeihuvi Excavator,92000.0
10251,21650,533,Nugoeihuvi Propagandist,101000.0
10252,21651,533,Propel Dynamics Excavator,96000.0
10253,21652,533,Propel Dynamics Propagandist,101000.0
10254,21653,527,Nugoeihuvi Defender,19700.0
10255,21654,527,Nugoeihuvi Miner,15001.0
10256,21655,527,Propel Dynamics Miner,15001.0
10257,21656,527,Propel Dynamics Defender,19700.0
10258,21657,527,Guristas Propagandist,15001.0
10259,21658,527,Guristas Defender,19700.0
10261,21660,527,Bandit Mechanic,20250.0
10262,21661,526,Spiked Quafe,0.1
10263,21662,306,Radio_Telescope_MISSION,100000000.0
10264,21663,526,Scanner Data I,0.1
10265,21664,526,Scanner Data II,0.1
10266,21665,526,Scanner Data III,0.1
10267,21666,255,Capital Hybrid Turret,0.01
10268,21667,255,Capital Projectile Turret,0.01
10269,21668,256,XL Torpedoes,0.01
10270,21669,526,Guristas Communications Logs,0.1
10271,21670,533,Quao Kale,96000.0
10272,21671,526,Guristas Patrol Routes,0.1
10273,21672,283,Quao Kale,1.0
10274,21675,533,Zaphiria Oddin,101000.0
10275,21676,526,Jedon Hekkiren's Belongings,50.0
10276,21677,526,Hakkuran Brother's Remains,1.0
10277,21678,1207,Talocan Debris Fragment,27500.0
10278,21679,1207,Talocan Debris Part,27500.0
10279,21680,1207,Talocan Debris Segment,27500.0
10280,21681,1207,Talocan Debris Heap,27500.0
10281,21683,1207,Basic Guristas Vault,27500.0
10282,21684,1207,Standard Guristas Vault,27500.0
10283,21685,1207,Fortified Guristas Vault,27500.0
10284,21686,1207,Secure Guristas Vault,27500.0
10285,21688,1207,Sleeper Debris Fragment,27500.0
10286,21689,1207,Sleeper Debris Part,27500.0
10287,21690,1207,Sleeper Debris Segment,27500.0
